LIBOR_date,LIBOR_price,OIS_date,OIS_price,Oil_date,Oil_price,US_equity_index_date,US_equity_index,US10Y_date,US10Y_yield,USD_trade_weighted_date,USD_trade_weighted_index
5/5/2011,0.26825,1/28/2011,0.155,5/23/2011,97.7,5/16/2011,1329.47,1/31/2011,3.3704,5/31/2011,77.79
5/6/2011,0.267,1/31/2011,0.162,5/24/2011,99.59,5/17/2011,1328.98,2/1/2011,3.4394,6/1/2011,77.7
5/9/2011,0.26575,2/1/2011,0.166,5/25/2011,101.32,5/18/2011,1340.68,2/2/2011,3.4771,6/2/2011,77.98
5/10/2011,0.264,2/2/2011,0.159,5/26/2011,100.23,5/19/2011,1343.6,2/3/2011,3.5488,6/3/2011,77.56
5/11/2011,0.26225,2/3/2011,0.162,5/27/2011,100.59,5/20/2011,1333.27,2/4/2011,3.6356,6/6/2011,77.58
5/12/2011,0.26075,2/4/2011,0.162,5/31/2011,102.7,5/23/2011,1317.37,2/7/2011,3.6299,6/7/2011,77.49
5/13/2011,0.2605,2/7/2011,0.1605,6/1/2011,100.29,5/24/2011,1316.28,2/8/2011,3.7373,6/8/2011,77.64
5/16/2011,0.2605,2/8/2011,0.162,6/2/2011,100.4,5/25/2011,1320.47,2/9/2011,3.6465,6/9/2011,77.69
5/17/2011,0.25975,2/9/2011,0.16,6/3/2011,100.22,5/26/2011,1325.69,2/10/2011,3.6928,6/10/2011,78.1
5/18/2011,0.26,2/10/2011,0.159,6/6/2011,99.01,5/27/2011,1331.1,2/11/2011,3.6288,6/13/2011,78.1
5/19/2011,0.2585,2/11/2011,0.161,6/7/2011,99.09,5/31/2011,1345.2,2/14/2011,3.6194,6/14/2011,77.78
5/20/2011,0.2575,2/14/2011,0.152,6/8/2011,100.74,6/1/2011,1314.55,2/15/2011,3.6044,6/15/2011,78.4
5/23/2011,0.25675,2/15/2011,0.153,6/9/2011,101.93,6/2/2011,1312.94,2/16/2011,3.6193,6/16/2011,78.72
5/24/2011,0.255,2/16/2011,0.15,6/10/2011,99.29,6/3/2011,1300.16,2/17/2011,3.5725,6/17/2011,78.24
5/25/2011,0.2545,2/17/2011,0.1475,6/13/2011,97.3,6/6/2011,1286.17,2/18/2011,3.5799,6/20/2011,78.22
5/26/2011,0.254,2/18/2011,0.145,6/14/2011,99.37,6/7/2011,1284.94,2/21/2011,3.5874,6/21/2011,77.9
5/27/2011,0.25388,2/21/2011,0.145,6/15/2011,94.81,6/8/2011,1279.56,2/22/2011,3.4533,6/22/2011,77.88
5/31/2011,0.25288,2/22/2011,0.145,6/16/2011,94.95,6/9/2011,1289,2/23/2011,3.4848,6/23/2011,78.48
6/1/2011,0.25288,2/23/2011,0.146,6/17/2011,93.01,6/10/2011,1270.98,2/24/2011,3.4477,6/24/2011,78.51
6/2/2011,0.252,2/24/2011,0.147,6/20/2011,93.26,6/13/2011,1271.83,2/25/2011,3.4125,6/27/2011,78.58
6/3/2011,0.252,2/25/2011,0.142,6/21/2011,93.4,6/14/2011,1287.87,2/28/2011,3.4272,6/28/2011,78.3
6/6/2011,0.25175,2/28/2011,0.14,6/22/2011,95.41,6/15/2011,1265.42,3/1/2011,3.3921,6/29/2011,77.91
6/7/2011,0.25175,3/1/2011,0.1445,6/23/2011,91.02,6/16/2011,1267.64,3/2/2011,3.4697,6/30/2011,77.6
6/8/2011,0.25025,3/2/2011,0.141,6/24/2011,91.16,6/17/2011,1271.5,3/3/2011,3.5554,7/1/2011,77.5
6/9/2011,0.2495,3/3/2011,0.146,6/27/2011,90.61,6/20/2011,1278.36,3/4/2011,3.49,7/5/2011,77.59
6/10/2011,0.2485,3/4/2011,0.1405,6/28/2011,92.89,6/21/2011,1295.52,3/7/2011,3.5123,7/6/2011,77.84
6/13/2011,0.247,3/7/2011,0.14,6/29/2011,94.77,6/22/2011,1287.14,3/8/2011,3.5477,7/7/2011,77.7
6/14/2011,0.24525,3/8/2011,0.139,6/30/2011,95.42,6/23/2011,1283.5,3/9/2011,3.4675,7/8/2011,77.77
6/15/2011,0.245,3/9/2011,0.139,7/1/2011,94.94,6/24/2011,1268.45,3/10/2011,3.3584,7/11/2011,78.2
6/16/2011,0.2465,3/10/2011,0.1385,7/5/2011,96.89,6/27/2011,1280.1,3/11/2011,3.4025,7/12/2011,78.17
6/17/2011,0.2465,3/11/2011,0.137,7/6/2011,96.65,6/28/2011,1296.67,3/14/2011,3.3563,7/13/2011,77.58
6/20/2011,0.2465,3/14/2011,0.14,7/7/2011,98.67,6/29/2011,1307.41,3/15/2011,3.303,7/14/2011,77.61
6/21/2011,0.2455,3/15/2011,0.1425,7/8/2011,96.2,6/30/2011,1320.64,3/16/2011,3.17,7/15/2011,77.47
6/22/2011,0.2455,3/16/2011,0.136,7/11/2011,95.15,7/1/2011,1339.67,3/17/2011,3.255,7/18/2011,77.9
6/23/2011,0.2465,3/17/2011,0.139,7/12/2011,97.43,7/5/2011,1337.88,3/18/2011,3.2678,7/19/2011,77.45
6/24/2011,0.24625,3/18/2011,0.1465,7/13/2011,98.05,7/6/2011,1339.22,3/21/2011,3.3282,7/20/2011,77.27
6/27/2011,0.24575,3/21/2011,0.144,7/14/2011,95.69,7/7/2011,1353.22,3/22/2011,3.3263,7/21/2011,76.85
6/28/2011,0.24575,3/22/2011,0.1425,7/15/2011,97.24,7/8/2011,1343.8,3/23/2011,3.3501,7/22/2011,76.93
6/29/2011,0.24575,3/23/2011,0.142,7/18/2011,95.93,7/11/2011,1319.49,3/24/2011,3.4037,7/25/2011,76.89
6/30/2011,0.24575,3/24/2011,0.141,7/19/2011,97.5,7/12/2011,1313.64,3/25/2011,3.4388,7/26/2011,76.55
7/1/2011,0.24575,3/25/2011,0.139,7/20/2011,98.14,7/13/2011,1317.72,3/28/2011,3.4313,7/27/2011,76.78
7/4/2011,0.24575,3/28/2011,0.135,7/21/2011,99.13,7/14/2011,1308.87,3/29/2011,3.4872,7/28/2011,76.88
7/5/2011,0.24575,3/29/2011,0.137,7/22/2011,99.87,7/15/2011,1316.14,3/30/2011,3.4349,7/29/2011,76.75
7/6/2011,0.24575,3/30/2011,0.128,7/25/2011,99.2,7/18/2011,1305.44,3/31/2011,3.4703,8/1/2011,77.03
7/7/2011,0.24605,3/31/2011,0.129,7/26/2011,99.59,7/19/2011,1326.73,4/1/2011,3.4422,8/2/2011,77.08
7/8/2011,0.24605,4/1/2011,0.122,7/27/2011,97.4,7/20/2011,1325.84,4/4/2011,3.4179,8/3/2011,77.06
7/11/2011,0.24605,4/4/2011,0.116,7/28/2011,97.44,7/21/2011,1343.8,4/5/2011,3.4795,8/4/2011,78.06
7/12/2011,0.249,4/5/2011,0.123,7/29/2011,95.7,7/22/2011,1345.02,4/6/2011,3.5452,8/5/2011,78.11
7/13/2011,0.24925,4/6/2011,0.12,8/1/2011,94.89,7/25/2011,1337.43,4/7/2011,3.5451,8/8/2011,78.1
7/14/2011,0.24975,4/7/2011,0.1185,8/2/2011,93.79,7/26/2011,1331.94,4/8/2011,3.5772,8/9/2011,78.1
7/15/2011,0.24975,4/8/2011,0.118,8/3/2011,91.93,7/27/2011,1304.89,4/11/2011,3.5847,8/10/2011,78.12
7/18/2011,0.25125,4/11/2011,0.1155,8/4/2011,86.63,7/28/2011,1300.67,4/12/2011,3.4904,8/11/2011,78.13
7/19/2011,0.252,4/12/2011,0.1125,8/5/2011,86.88,7/29/2011,1292.28,4/13/2011,3.4585,8/12/2011,77.99
7/20/2011,0.253,4/13/2011,0.109,8/8/2011,81.31,8/1/2011,1286.94,4/14/2011,3.4979,8/15/2011,77.62
7/21/2011,0.253,4/14/2011,0.114,8/9/2011,79.3,8/2/2011,1254.05,4/15/2011,3.4079,8/16/2011,77.59
7/22/2011,0.253,4/15/2011,0.115,8/10/2011,82.89,8/3/2011,1260.34,4/18/2011,3.3743,8/17/2011,77.43
7/25/2011,0.2521,4/18/2011,0.116,8/11/2011,85.72,8/4/2011,1200.07,4/19/2011,3.3631,8/18/2011,77.97
7/26/2011,0.2526,4/19/2011,0.117,8/12/2011,85.38,8/5/2011,1199.38,4/20/2011,3.4077,8/19/2011,77.64
7/27/2011,0.25285,4/20/2011,0.1205,8/15/2011,87.88,8/8/2011,1119.46,4/21/2011,3.3963,8/22/2011,77.9
7/28/2011,0.25395,4/21/2011,0.1305,8/16/2011,86.65,8/9/2011,1172.53,4/22/2011,3.3907,8/23/2011,77.72
7/29/2011,0.2555,4/22/2011,0.124,8/17/2011,87.58,8/10/2011,1120.76,4/25/2011,3.3627,8/24/2011,77.94
8/1/2011,0.25722,4/25/2011,0.124,8/18/2011,82.38,8/11/2011,1172.64,4/26/2011,3.307,8/25/2011,78.05
8/2/2011,0.26444,4/26/2011,0.12,8/19/2011,82.26,8/12/2011,1178.81,4/27/2011,3.3552,8/26/2011,77.82
8/3/2011,0.26828,4/27/2011,0.121,8/22/2011,84.12,8/15/2011,1204.49,4/28/2011,3.3106,8/29/2011,77.66
8/4/2011,0.26939,4/28/2011,0.1175,8/23/2011,85.44,8/16/2011,1192.76,4/29/2011,3.2863,8/30/2011,77.81
8/5/2011,0.27161,4/29/2011,0.112,8/24/2011,85.16,8/17/2011,1193.89,5/2/2011,3.2788,8/31/2011,77.58
8/8/2011,0.27478,5/2/2011,0.1075,8/25/2011,85.3,8/18/2011,1140.65,5/3/2011,3.2473,9/1/2011,77.65
8/9/2011,0.27839,5/3/2011,0.105,8/26/2011,85.37,8/19/2011,1123.53,5/4/2011,3.2159,9/2/2011,77.96
8/10/2011,0.28061,5/4/2011,0.1,8/29/2011,87.27,8/22/2011,1123.82,5/5/2011,3.1499,9/6/2011,78.83
8/11/2011,0.28617,5/5/2011,0.107,8/30/2011,88.9,8/23/2011,1162.35,5/6/2011,3.1459,9/7/2011,78.62
8/12/2011,0.29006,5/6/2011,0.103,8/31/2011,88.81,8/24/2011,1177.6,5/9/2011,3.1604,9/8/2011,78.75
8/15/2011,0.29172,5/9/2011,0.1,9/1/2011,88.93,8/25/2011,1159.27,5/10/2011,3.2135,9/9/2011,79.48
8/16/2011,0.29283,5/10/2011,0.1005,9/2/2011,86.45,8/26/2011,1176.8,5/11/2011,3.1593,9/12/2011,79.6
8/17/2011,0.29589,5/11/2011,0.1005,9/6/2011,86.02,8/29/2011,1210.08,5/12/2011,3.2225,9/13/2011,79.61
8/18/2011,0.29778,5/12/2011,0.1,9/7/2011,89.34,8/30/2011,1212.92,5/13/2011,3.1709,9/14/2011,79.71
8/19/2011,0.303,5/13/2011,0.1005,9/8/2011,89.05,8/31/2011,1218.89,5/16/2011,3.147,9/15/2011,79.43
8/22/2011,0.30844,5/16/2011,0.103,9/9/2011,87.24,9/1/2011,1204.42,5/17/2011,3.1158,9/16/2011,79.49
8/23/2011,0.31178,5/17/2011,0.102,9/12/2011,88.19,9/2/2011,1173.97,5/18/2011,3.1801,9/19/2011,80.09
8/24/2011,0.31428,5/18/2011,0.1025,9/13/2011,90.21,9/6/2011,1165.24,5/19/2011,3.1709,9/20/2011,80.08
8/25/2011,0.319,5/19/2011,0.103,9/14/2011,88.91,9/7/2011,1198.62,5/20/2011,3.1451,9/21/2011,80.39
8/26/2011,0.32278,5/20/2011,0.102,9/15/2011,89.4,9/8/2011,1185.9,5/23/2011,3.1286,9/22/2011,81.98
8/30/2011,0.32556,5/23/2011,0.1035,9/16/2011,87.96,9/9/2011,1154.23,5/24/2011,3.1139,9/23/2011,81.67
8/31/2011,0.32722,5/24/2011,0.1075,9/19/2011,85.7,9/12/2011,1162.27,5/25/2011,3.1304,9/26/2011,81.75
9/1/2011,0.32944,5/25/2011,0.1095,9/20/2011,86.89,9/13/2011,1172.87,5/26/2011,3.0572,9/27/2011,80.95
9/2/2011,0.33056,5/26/2011,0.106,9/21/2011,85.92,9/14/2011,1188.68,5/27/2011,3.0735,9/28/2011,81.08
9/5/2011,0.33278,5/27/2011,0.1035,9/22/2011,80.51,9/15/2011,1209.11,5/30/2011,3.0735,9/29/2011,81.33
9/6/2011,0.33561,5/30/2011,0.106,9/23/2011,79.85,9/16/2011,1216.01,5/31/2011,3.0607,9/30/2011,82.01
9/7/2011,0.33683,5/31/2011,0.1075,9/26/2011,80.24,9/19/2011,1204.09,6/1/2011,2.9408,10/3/2011,82.41
9/8/2011,0.33683,6/1/2011,0.103,9/27/2011,84.45,9/20/2011,1202.09,6/2/2011,3.0297,10/4/2011,82.79
9/9/2011,0.33794,6/2/2011,0.1085,9/28/2011,81.21,9/21/2011,1166.76,6/3/2011,2.9859,10/5/2011,82.28
9/12/2011,0.34289,6/3/2011,0.113,9/29/2011,82.14,9/22/2011,1129.56,6/6/2011,2.995,10/6/2011,81.96
9/13/2011,0.34711,6/6/2011,0.114,9/30/2011,79.2,9/23/2011,1136.43,6/7/2011,2.9949,10/7/2011,81.36
9/14/2011,0.34911,6/7/2011,0.1115,10/3/2011,77.61,9/26/2011,1162.95,6/8/2011,2.9387,10/11/2011,81.06
9/15/2011,0.35022,6/8/2011,0.112,10/4/2011,75.67,9/27/2011,1175.38,6/9/2011,2.9967,10/12/2011,80.61
9/16/2011,0.35133,6/9/2011,0.1125,10/5/2011,79.68,9/28/2011,1151.06,6/10/2011,2.9693,10/13/2011,80.87
9/19/2011,0.3525,6/10/2011,0.113,10/6/2011,82.59,9/29/2011,1160.4,6/13/2011,2.9838,10/14/2011,80.54
9/20/2011,0.355,6/13/2011,0.116,10/7/2011,82.98,9/30/2011,1131.42,6/14/2011,3.0972,10/17/2011,80.54
9/21/2011,0.35556,6/14/2011,0.116,10/10/2011,85.41,10/3/2011,1099.23,6/15/2011,2.9692,10/18/2011,80.77
9/22/2011,0.35806,6/15/2011,0.118,10/11/2011,85.81,10/4/2011,1123.95,6/16/2011,2.9274,10/19/2011,80.53
9/23/2011,0.36022,6/16/2011,0.1285,10/12/2011,85.57,10/5/2011,1144.03,6/17/2011,2.9445,10/20/2011,81.18
9/26/2011,0.36278,6/17/2011,0.1175,10/13/2011,84.23,10/6/2011,1164.97,6/20/2011,2.958,10/21/2011,80.4
9/27/2011,0.36522,6/20/2011,0.118,10/14/2011,86.8,10/7/2011,1155.46,6/21/2011,2.9835,10/24/2011,80.02
9/28/2011,0.36856,6/21/2011,0.1165,10/17/2011,86.38,10/10/2011,1194.89,6/22/2011,2.9825,10/25/2011,80.08
9/29/2011,0.37211,6/22/2011,0.115,10/18/2011,88.34,10/11/2011,1195.54,6/23/2011,2.9116,10/26/2011,80.26
9/30/2011,0.37433,6/23/2011,0.1135,10/19/2011,86.11,10/12/2011,1207.25,6/24/2011,2.8636,10/27/2011,79.06
10/3/2011,0.37761,6/24/2011,0.111,10/20/2011,85.3,10/13/2011,1203.66,6/27/2011,2.9305,10/28/2011,78.99
10/4/2011,0.38094,6/27/2011,0.112,10/21/2011,87.4,10/14/2011,1224.58,6/28/2011,3.0308,10/31/2011,79.7
10/5/2011,0.38361,6/28/2011,0.12,10/24/2011,91.27,10/17/2011,1200.86,6/29/2011,3.1118,11/1/2011,81.07
10/6/2011,0.38778,6/29/2011,0.118,10/25/2011,93.17,10/18/2011,1225.38,6/30/2011,3.16,11/2/2011,80.63
10/7/2011,0.39111,6/30/2011,0.12,10/26/2011,90.2,10/19/2011,1209.88,7/1/2011,3.1823,11/3/2011,80.67
10/10/2011,0.39417,7/1/2011,0.119,10/27/2011,93.96,10/20/2011,1215.39,7/4/2011,3.1823,11/4/2011,80.68
10/11/2011,0.3975,7/4/2011,0.125,10/28/2011,93.32,10/21/2011,1238.25,7/5/2011,3.121,11/7/2011,80.73
10/12/2011,0.40083,7/5/2011,0.1215,10/31/2011,93.19,10/24/2011,1254.19,7/6/2011,3.108,11/8/2011,80.46
10/13/2011,0.40306,7/6/2011,0.11,11/1/2011,92.19,10/25/2011,1229.05,7/7/2011,3.1377,11/9/2011,80.95
10/14/2011,0.40472,7/7/2011,0.111,11/2/2011,92.51,10/26/2011,1242,7/8/2011,3.0268,11/10/2011,81.09
10/17/2011,0.40583,7/8/2011,0.104,11/3/2011,94.07,10/27/2011,1284.59,7/11/2011,2.9189,11/11/2011,80.44
10/18/2011,0.40917,7/11/2011,0.105,11/4/2011,94.26,10/28/2011,1285.09,7/12/2011,2.877,11/14/2011,80.87
10/19/2011,0.41167,7/12/2011,0.11,11/7/2011,95.52,10/31/2011,1253.3,7/13/2011,2.8824,11/15/2011,81.2
10/20/2011,0.41556,7/13/2011,0.098,11/8/2011,96.8,11/1/2011,1218.28,7/14/2011,2.9534,11/16/2011,81.22
10/21/2011,0.41833,7/14/2011,0.093,11/9/2011,95.74,11/2/2011,1237.9,7/15/2011,2.9058,11/17/2011,81.27
10/24/2011,0.42028,7/15/2011,0.096,11/10/2011,97.78,11/3/2011,1261.15,7/18/2011,2.9276,11/18/2011,81.43
10/25/2011,0.42222,7/18/2011,0.092,11/11/2011,98.99,11/4/2011,1253.23,7/19/2011,2.8802,11/21/2011,81.9
10/26/2011,0.42472,7/19/2011,0.102,11/14/2011,98.14,11/7/2011,1261.12,7/20/2011,2.9275,11/22/2011,81.88
10/27/2011,0.42806,7/20/2011,0.1035,11/15/2011,99.37,11/8/2011,1275.92,7/21/2011,3.0136,11/23/2011,82.58
10/28/2011,0.42944,7/21/2011,0.104,11/16/2011,102.59,11/9/2011,1229.1,7/22/2011,2.9621,11/25/2011,82.96
10/31/2011,0.42944,7/22/2011,0.104,11/17/2011,98.82,11/10/2011,1239.69,7/25/2011,3.0006,11/28/2011,82.43
11/1/2011,0.43167,7/25/2011,0.1015,11/18/2011,97.41,11/11/2011,1263.85,7/26/2011,2.9529,11/29/2011,82.08
11/2/2011,0.43306,7/26/2011,0.1075,11/21/2011,96.92,11/14/2011,1251.78,7/27/2011,2.9803,11/30/2011,81.43
11/3/2011,0.435,7/27/2011,0.1175,11/22/2011,98.01,11/15/2011,1257.81,7/28/2011,2.9454,12/1/2011,81.3
11/4/2011,0.4375,7/28/2011,0.1215,11/23/2011,96.17,11/16/2011,1236.91,7/29/2011,2.7961,12/2/2011,81.46
11/7/2011,0.44139,7/29/2011,0.129,11/25/2011,96.77,11/17/2011,1216.13,8/1/2011,2.7437,12/5/2011,81.18
11/8/2011,0.44417,8/1/2011,0.1335,11/28/2011,98.21,11/18/2011,1215.65,8/2/2011,2.6114,12/6/2011,81.32
11/9/2011,0.44917,8/2/2011,0.1145,11/29/2011,99.79,11/21/2011,1192.98,8/3/2011,2.6202,12/7/2011,81.26
11/10/2011,0.45278,8/3/2011,0.108,11/30/2011,100.36,11/22/2011,1188.04,8/4/2011,2.4028,12/8/2011,81.68
11/11/2011,0.45722,8/4/2011,0.079,12/1/2011,100.2,11/23/2011,1161.79,8/5/2011,2.5585,12/9/2011,81.59
11/14/2011,0.46056,8/5/2011,0.0865,12/2/2011,100.96,11/25/2011,1158.67,8/8/2011,2.3179,12/12/2011,82.24
11/15/2011,0.46556,8/8/2011,0.086,12/5/2011,100.99,11/28/2011,1192.55,8/9/2011,2.2488,12/14/2011,82.98
11/16/2011,0.47111,8/9/2011,0.0865,12/6/2011,101.28,11/29/2011,1195.19,8/10/2011,2.1061,12/15/2011,82.65
11/17/2011,0.47944,8/10/2011,0.089,12/7/2011,100.49,11/30/2011,1246.96,8/11/2011,2.3399,12/16/2011,82.7
11/18/2011,0.48778,8/11/2011,0.093,12/8/2011,98.34,12/1/2011,1244.58,8/12/2011,2.2548,12/19/2011,82.73
11/21/2011,0.495,8/12/2011,0.1015,12/9/2011,99.41,12/2/2011,1244.28,8/15/2011,2.3053,12/20/2011,82.35
11/22/2011,0.50028,8/15/2011,0.1,12/12/2011,97.77,12/5/2011,1257.08,8/16/2011,2.2196,12/21/2011,82.42
11/23/2011,0.50611,8/16/2011,0.093,12/13/2011,100.14,12/6/2011,1258.47,8/17/2011,2.1652,12/22/2011,82.32
11/24/2011,0.51167,8/17/2011,0.094,12/14/2011,94.95,12/7/2011,1261.01,8/18/2011,2.0624,12/23/2011,82.3
11/25/2011,0.51806,8/18/2011,0.084,12/15/2011,93.87,12/8/2011,1234.35,8/19/2011,2.0623,12/27/2011,82.31
11/28/2011,0.52306,8/19/2011,0.088,12/16/2011,93.53,12/9/2011,1255.19,8/22/2011,2.1058,12/28/2011,82.68
11/29/2011,0.52694,8/22/2011,0.085,12/19/2011,93.88,12/12/2011,1236.47,8/23/2011,2.153,12/29/2011,82.55
11/30/2011,0.52889,8/23/2011,0.085,12/20/2011,97.22,12/13/2011,1225.73,8/24/2011,2.2994,12/30/2011,82.24
12/1/2011,0.52722,8/24/2011,0.085,12/21/2011,98.67,12/14/2011,1211.82,8/25/2011,2.2286,1/3/2012,81.6
12/2/2011,0.52833,8/25/2011,0.085,12/22/2011,99.53,12/15/2011,1215.75,8/26/2011,2.1899,1/4/2012,81.85
12/5/2011,0.5339,8/26/2011,0.075,12/23/2011,99.68,12/16/2011,1219.66,8/29/2011,2.2561,1/5/2012,82.43
12/6/2011,0.53775,8/29/2011,0.078,12/27/2011,101.34,12/19/2011,1205.35,8/30/2011,2.1767,1/6/2012,82.57
12/7/2011,0.54,8/30/2011,0.088,12/28/2011,99.36,12/20/2011,1241.3,8/31/2011,2.2234,1/9/2012,82.58
12/8/2011,0.54,8/31/2011,0.088,12/29/2011,99.65,12/21/2011,1243.72,9/1/2011,2.1302,1/10/2012,82.21
12/9/2011,0.54175,9/1/2011,0.087,12/30/2011,98.83,12/22/2011,1254,9/2/2011,1.9857,1/11/2012,82.44
12/12/2011,0.5435,9/2/2011,0.087,1/3/2012,102.96,12/23/2011,1265.33,9/5/2011,1.9857,1/12/2012,82.14
12/13/2011,0.54625,9/5/2011,0.085,1/4/2012,103.22,12/27/2011,1265.43,9/6/2011,1.984,1/13/2012,82.5
12/14/2011,0.55505,9/6/2011,0.086,1/5/2012,101.81,12/28/2011,1249.64,9/7/2011,2.0429,1/17/2012,82
12/15/2011,0.55915,9/7/2011,0.081,1/6/2012,101.56,12/29/2011,1263.02,9/8/2011,1.9787,1/18/2012,81.74
12/16/2011,0.56315,9/8/2011,0.083,1/9/2012,101.31,12/30/2011,1257.6,9/9/2011,1.9183,1/19/2012,81.49
12/19/2011,0.56695,9/9/2011,0.081,1/10/2012,102.24,1/3/2012,1277.06,9/12/2011,1.9475,1/20/2012,81.5
12/20/2011,0.56975,9/12/2011,0.079,1/11/2012,100.87,1/4/2012,1277.3,9/13/2011,1.9906,1/23/2012,81.19
12/21/2011,0.57125,9/13/2011,0.078,1/12/2012,99.1,1/5/2012,1281.06,9/14/2011,1.9837,1/24/2012,81.33
12/22/2011,0.57375,9/14/2011,0.073,1/13/2012,98.7,1/6/2012,1277.81,9/15/2011,2.082,1/25/2012,81.53
12/23/2011,0.57575,9/15/2011,0.067,1/17/2012,100.71,1/9/2012,1280.7,9/16/2011,2.0479,1/26/2012,80.72
12/28/2011,0.57925,9/16/2011,0.0675,1/18/2012,100.59,1/10/2012,1292.08,9/19/2011,1.9506,1/27/2012,80.52
12/29/2011,0.581,9/19/2011,0.063,1/19/2012,100.39,1/11/2012,1292.48,9/20/2011,1.9385,1/30/2012,80.64
12/30/2011,0.581,9/20/2011,0.068,1/20/2012,98.46,1/12/2012,1295.5,9/21/2011,1.8576,1/31/2012,80.74
1/3/2012,0.5825,9/21/2011,0.0875,1/23/2012,99.58,1/13/2012,1289.09,9/22/2011,1.718,2/1/2012,80.17
1/4/2012,0.5825,9/22/2011,0.0875,1/24/2012,98.95,1/17/2012,1293.67,9/23/2011,1.8334,2/2/2012,80.22
1/5/2012,0.5825,9/23/2011,0.089,1/25/2012,99.4,1/18/2012,1308.04,9/26/2011,1.9002,2/3/2012,80.18
1/6/2012,0.5815,9/26/2011,0.0865,1/26/2012,99.7,1/19/2012,1314.5,9/27/2011,1.9711,2/6/2012,80.12
1/9/2012,0.5805,9/27/2011,0.087,1/27/2012,99.56,1/20/2012,1315.38,9/28/2011,1.9797,2/7/2012,79.95
1/10/2012,0.5795,9/28/2011,0.0885,1/30/2012,98.78,1/23/2012,1316,9/29/2011,1.9962,2/8/2012,80.01
1/11/2012,0.5765,9/29/2011,0.088,1/31/2012,98.48,1/24/2012,1314.65,9/30/2011,1.9154,2/9/2012,80.05
1/12/2012,0.5715,9/30/2011,0.0885,2/1/2012,97.61,1/25/2012,1326.05,10/3/2011,1.756,2/10/2012,80.5
1/13/2012,0.567,10/3/2011,0.0905,2/2/2012,96.36,1/26/2012,1318.43,10/4/2011,1.8207,2/13/2012,80.3
1/16/2012,0.5649,10/4/2011,0.09,2/3/2012,97.84,1/27/2012,1316.33,10/5/2011,1.8877,2/14/2012,80.64
1/17/2012,0.5623,10/5/2011,0.0885,2/6/2012,96.91,1/30/2012,1313.01,10/6/2011,1.9872,2/15/2012,80.64
1/18/2012,0.5612,10/6/2011,0.088,2/7/2012,98.41,1/31/2012,1312.41,10/7/2011,2.0764,2/16/2012,80.78
1/19/2012,0.5612,10/7/2011,0.086,2/8/2012,98.71,2/1/2012,1324.09,10/10/2011,2.0764,2/17/2012,80.75
1/20/2012,0.5611,10/10/2011,0.088,2/9/2012,99.84,2/2/2012,1325.54,10/11/2011,2.1496,2/21/2012,80.61
1/23/2012,0.5601,10/11/2011,0.0885,2/10/2012,98.67,2/3/2012,1344.9,10/12/2011,2.2101,2/22/2012,80.9
1/24/2012,0.5591,10/12/2011,0.082,2/13/2012,100.91,2/6/2012,1344.33,10/13/2011,2.1834,2/23/2012,80.79
1/25/2012,0.5566,10/13/2011,0.084,2/14/2012,100.74,2/7/2012,1347.05,10/14/2011,2.2477,2/24/2012,80.64
1/26/2012,0.5531,10/14/2011,0.08,2/15/2012,101.8,2/8/2012,1349.96,10/17/2011,2.155,2/27/2012,80.63
1/27/2012,0.5511,10/17/2011,0.081,2/16/2012,102.31,2/9/2012,1351.95,10/18/2011,2.1763,2/28/2012,80.55
1/30/2012,0.54685,10/18/2011,0.082,2/17/2012,103.24,2/10/2012,1342.64,10/19/2011,2.1603,2/29/2012,80.45
1/31/2012,0.54235,10/19/2011,0.086,2/21/2012,105.84,2/13/2012,1351.77,10/20/2011,2.1888,3/1/2012,80.5
2/1/2012,0.5371,10/20/2011,0.0815,2/22/2012,106.28,2/14/2012,1350.5,10/21/2011,2.2192,3/2/2012,80.84
2/2/2012,0.5306,10/21/2011,0.0855,2/23/2012,107.83,2/15/2012,1343.23,10/24/2011,2.2336,3/5/2012,80.92
2/3/2012,0.527,10/24/2011,0.078,2/24/2012,109.77,2/16/2012,1358.04,10/25/2011,2.1089,3/6/2012,81.32
2/6/2012,0.52325,10/25/2011,0.0805,2/27/2012,108.56,2/17/2012,1361.23,10/26/2011,2.2041,3/7/2012,81.24
2/7/2012,0.52,10/26/2011,0.0795,2/28/2012,106.55,2/21/2012,1362.21,10/27/2011,2.3964,3/8/2012,80.83
2/8/2012,0.51325,10/27/2011,0.087,2/29/2012,107.07,2/22/2012,1357.66,10/28/2011,2.3167,3/9/2012,81.1
2/9/2012,0.51,10/28/2011,0.087,3/1/2012,108.84,2/23/2012,1363.46,10/31/2011,2.1133,3/12/2012,81.2
2/10/2012,0.506,10/31/2011,0.082,3/2/2012,106.7,2/24/2012,1365.74,11/1/2011,1.9889,3/13/2012,81.16
2/13/2012,0.5026,11/1/2011,0.0855,3/5/2012,106.72,2/27/2012,1367.59,11/2/2011,1.9854,3/14/2012,81.61
2/14/2012,0.4976,11/2/2011,0.0845,3/6/2012,104.7,2/28/2012,1372.18,11/3/2011,2.0734,3/15/2012,81.44
2/15/2012,0.4951,11/3/2011,0.0855,3/7/2012,106.16,2/29/2012,1365.68,11/4/2011,2.0327,3/16/2012,81.24
2/16/2012,0.4931,11/4/2011,0.09,3/8/2012,106.58,3/1/2012,1374.09,11/7/2011,2.0371,3/19/2012,81
